UF,MUN,COD_IBGE,num_mortes_prioridade,tipo,data_da_atualizacao,escolas_municipais_fechadas,Observações,escolas_estaduais_fechadas,Observações,universidades_fechadas,Observações,comercio_nao_essencial_fechado,Observações,espacos_publicos_fechados,Observações,transporte_publico_reduzido,Observações,igrejas_fechadas,Observações,eventos_de_grande_porte_cancelados,Observações,transporte_rodoviário_intermunicipal_cancelado,Observações,entrada_restrita_a_residentes,Observações,doentes_orientados_a_ficar_em_casa,Observações,distribuicao_merenda_escolar,Observações,restricao_horario_comercio,Observações,toque_de_recolher,Observações,circulacao_apenas_com_autorizacao,Observações,antecipacao_vacinacao,Observações,desinfeccao_cidade,Observações,distribuicao_cesta_basica,Observações,campanhas_publicas_para_ficar_em_casa,Observações,obrigatoriedade_uso_mascaras_espacos_publicos,Observações,limite_pessoas_por_aglomeracao,Observações,aplicacao_de_multa,Observações,Início de testagem,Observações,observação
CE,Fortaleza,2304400,119,data_fim,4/19/2020,,,5/5/2020,,5/5/2020,,,,,,n/a,,4/1/2020,,4/1/2020,,n/a,,,,,,n/a,,,,,,,,5/8/2020,,,,,,,,,,,,,,,,
CE,Fortaleza,2304400,119,fonte,4/19/2020,Decreto nº 14.611/2020; Decreto nº 14.626/2020,,https://g1.globo.com/ce/ceara/noticia/2020/03/31/governo-do-ceara-prorroga-suspensao-de-aulas-por-mais-30-dias-como-medida-de-combate-ao-novo-coronavirus.ghtml,,https://g1.globo.com/ce/ceara/noticia/2020/03/31/governo-do-ceara-prorroga-suspensao-de-aulas-por-mais-30-dias-como-medida-de-combate-ao-novo-coronavirus.ghtml,,https://g1.globo.com/ce/ceara/noticia/2020/04/18/decreto-que-proibe-funcionamento-de-servicos-nao-essenciais-vai-ser-prorrogado-no-ceara-diz-camilo-santana.ghtml,, ,,https://www.opovo.com.br/coronavirus/2020/03/19/camilo-anuncia-que-o-transporte-intermunicipal-fechara-a-partir-de-segunda.html,,Decreto nº 14.611/2020,,Decreto nº 14.611/2020,,https://www.opovo.com.br/coronavirus/2020/03/19/camilo-anuncia-que-o-transporte-intermunicipal-fechara-a-partir-de-segunda.html,, ,,,,https://www.fortaleza.ce.gov.br/noticias/prefeitura-de-fortaleza-adota-medidas-de-prevencao-e-combate-ao-novo-coronavirus,, ,,,,,,https://www.fortaleza.ce.gov.br/noticias/segunda-etapa-da-vacinacao-contra-gripe-em-fortaleza-comeca-nesta-quinta-feira-16-04,, ,,,,,,,,,,,,,,
PE,Recife,2611606,85,data_comeco,6/5/2020,3/18/2020,,3/18/2020,,3/18/2020,,3/21/2020,,4/4/2020,,3/20/2020,,3/17/2020,,3/16/2020,,3/23/2020,,NA,,3/14/2020,,3/18/2020,,3/19/2020,,NA,,5/16/2020,Medida foi válida apenas para a região metropolitana de Recife e não foi prorrogada.,3/23/2020,,3/28/2020,,3/27/2020,,3/21/2020,,5/16/2020,,3/17/2020,,NA,,05/26/2020,,"- Universidades particulares contaram com prazos variados (ver https://jc.ne10.uol.com.br/pernambuco/2020/03/5602300-coronavirus--escolas-publicas-do-recife-fecham-a-partir-da-proxima-quarta-feira--18.html).
- Medidas relativas ao fechamento de ambientes públicos foram progressivas entre março e abril, referencia utilizada de praias e parques.
- Entrada restrita a recife solicitada pela prefeitura (http://200.238.101.22/docreader/docreader.aspx?bib=R20200315&pasta=Marco\Dia%2015), mas até o momento Anvisa não atendeu (https://www.folhape.com.br/politica/politica/folha-politica/2020/03/18/NWS,133864,7,459,POLITICA,2193-RECIFE-SEM-RESPOSTA-ANVISA-MAIA-FALA-SUSPENSAO-VOOS.aspx).
- Transporte municipal foi suspenso e, em seguida, autorizado em 10% (https://jc.ne10.uol.com.br/colunas/mobilidade/2020/03/5603240-governo-de-pernambuco-decide-liberar-parcialmente-o-transporte-intermunicipal-no-estado--suspenso-por-causa-do-coronavirus.html).
- À exceção da limitação de reuniões a 50 pessoas, só a Igreja Católica, que de maneira autônoma suspendeu missas (https://www.folhape.com.br/noticias/noticias/coronavirus/2020/03/18/NWS,133938,70,1668,NOTICIAS,2190-ARQUIDIOCESE-DIVULGA-DECRETO-SUSPENDENDO-MISSAS-COM-FIEIS.aspx), sofreu reduções institucionalizadas de eventos."
PE,Recife,2611606,85,data_fim,6/5/2020,06/30/2020,,06/30/2020,,06/15/2020,,6/15/2020,,6/15/2020,,NA,,6/15/2020,,6/15/2020,,NA,,NA,,6/15/2020,,NA,,NA,,NA,,5/31/2020,,NA,,NA,,NA,,NA,,6/15/2020,,6/15/2020,,NA,,NA,,
PE,Recife,2611606,85,fonte,6/5/2020,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.026 DE 15 DE MAIO DE 2020; https://g1.globo.com/pe/pernambuco/noticia/2020/03/15/prefeitura-do-recife-suspende-aulas-e-antecipa-ferias-de-escolas-municipais-por-causa-do-novo-coronavirus.ghtml",,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.026 DE 15 DE MAIO DE 2020; https://diariooficial.cepe.com.br/diariooficialweb/#/busca-avancada?diario=MQ%3D%3D&inicio=16%2F03%2F2020&fim=18%2F03%2F2020&palavra=coronav%C3%ADrus&consultar=true",,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.026 DE 15 DE MAIO DE 2020; https://jc.ne10.uol.com.br/pernambuco/2020/03/5602300-coronavirus--escolas-publicas-do-recife-fecham-a-partir-da-proxima-quarta-feira--18.html; https://www.folhape.com.br/noticias/noticias/coronavirus/2020/03/16/NWS,133605,70,1668,NOTICIAS,2190-SAIBA-QUE-MUDA-PERNAMBUCO-POR-CAUSA-CORONAVIRUS.aspx",,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.026 DE 15 DE MAIO DE 2020; https://jc.ne10.uol.com.br/pernambuco/2020/03/5602804-governo-de-pernambuco-vai-fechar-shoppings--bares--restaurantes-e-comercio-de-praia-por-conta-do-coronavirus.html",,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.026 DE 15 DE MAIO DE 2020; https://legis.alepe.pe.gov.br/texto.aspx?tiponorma=6&numero=48881&complemento=0&ano=2020&tipo=&url=; https://g1.globo.com/pe/pernambuco/noticia/2020/04/03/pernambuco-determina-fechamento-de-praias-e-parques-por-tres-dias-devido-ao-coronavirus.ghtml; https://g1.globo.com/pe/pernambuco/noticia/2020/04/13/pe-tem-377-profissionais-de-saude-com-coronavirus-anuncia-testagem-de-detentos-e-prorroga-fechamento-de-praias-e-parques.ghtml",,https://g1.globo.com/pe/pernambuco/noticia/2020/03/20/metro-do-recife-reduz-horario-de-funcionamento-por-causa-da-pandemia-de-coronavirus.ghtml ; https://jc.ne10.uol.com.br/colunas/mobilidade/2020/03/5602976--transporte-publico-tem-reducao-de-25--na-regiao-metropolitana-do-recife.html,,https://g1.globo.com/pe/pernambuco/noticia/2020/03/23/em-meio-a-pandemia-de-coronavirus-igrejas-continuam-abrindo-as-portas-e-reunindo-fieis-no-grande-recife.ghtml,,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); http://200.238.101.22/docreader/docreader.aspx?bib=R20200314&pasta=Marco\Dia%2014; http://200.238.101.22/docreader/DocReader.aspx?bib=R20200314&PagFis=720&Pesq=",,https://jc.ne10.uol.com.br/colunas/mobilidade/2020/03/5603240-governo-de-pernambuco-decide-liberar-parcialmente-o-transporte-intermunicipal-no-estado--suspenso-por-causa-do-coronavirus.html,,"https://www.folhape.com.br/politica/politica/folha-politica/2020/03/18/NWS,133864,7,459,POLITICA,2193-RECIFE-SEM-RESPOSTA-ANVISA-MAIA-FALA-SUSPENSAO-VOOS.aspx",,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.026 DE 15 DE MAIO DE 2020; https://legis.alepe.pe.gov.br/texto.aspx?id=49417&tipo=TEXTOATUALIZADO; https://legis.alepe.pe.gov.br/texto.aspx?tiponorma=6&numero=48881&complemento=0&ano=2020&tipo=&url=",,http://200.238.101.22/docreader/docreader.aspx?bib=R20200315&pasta=Marco\Dia%2015,,http://200.238.101.22/docreader/docreader.aspx?bib=R20200319&pasta=Marco\Dia%2019,,NA,,"DECRETO ESTADUAL Nº 49.017, DE 11 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/05/no-49-017.pdf)",,http://200.238.101.22/docreader/docreader.aspx?bib=R20200321&pasta=Marco\Dia%2021,,http://200.238.101.22/docreader/docreader.aspx?bib=R20200328&pasta=Marco\Dia%2028,,http://www2.recife.pe.gov.br/noticias/27/03/2020/prefeitura-do-recife-inicia-distribuicao-de-cesta-basica-nos-kits-de-alimentacao,,https://blogs.ne10.uol.com.br/social1/2020/03/20/fique-em-casa-festival-recife-in-casa-traz-shows-para-animar-a-quarentena/,,"DECRETO Nº 49.055, DE 31 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/06/decreto-no-49-055.pdf); DECRETO ESTADUAL Nº 49.017, DE 11 DE MAIO DE 2020 (disponível em: https://www.pecontracoronavirus.pe.gov.br/wp-content/uploads/2020/05/no-49-017.pdf)",,https://g1.globo.com/pe/pernambuco/noticia/2020/03/17/pernambuco-tem-19-casos-do-novo-coronavirus-e-detecta-a-primeira-transmissao-comunitaria.ghtml,,,,http://www2.recife.pe.gov.br/noticias/25/05/2020/parceria-entre-prefeitura-do-recife-e-ufpe-amplia-capacidade-de-testagem-para,,
MA,São Luís,2111300,38,data_comeco,6/1/2020,3/18/2020,,3/18/2020,,3/17/2020,,3/21/2020,"Em todo estado do maranhão - salvo municípios que redigirem decretos municipais divergentes - fica autorizado o funcionamento dos comércios familiares a partir do dia 25/5/2020, bem como inicia-se a retomada do restante a partir do dia 01/06/2020",3/17/2020,,5/5/2020," Durante o Lockdown que vigorou até o dia 17/5, transporte reduzido em 50%, após e ainda sem previsão,  se encontra reduzido em 70%",3/21/2020,,3/17/2020, Em todo o estado do maranhão se encontram canceladas grandes aglomerações ao menos até dia 15/6,5/5/2020,,5/5/2020,,3/17/2020,,4/1/2020,,NA,,NA,,5/5/2020,,NA,,3/25/2020,,4/7/2020,,3/22/2020,,5/5/2020,"Nas medidas sanitárias previstas para vigorarem ao menos até 15/6/2020 pelo governo estadual, se encontra a obrigatoriedade do uso de mascaras",NA,,5/5/2020,"O decreto estadual que veio após o lockdown, continua com a aplicação de multa quando do descumprimento das medidas sanitárias ao menos até dia 15/6 quando serão revistas",,,"Devido as dinâmicas locais a prefeitura de São Luís exerce pouca influência sobre as ações no combate ao Covid, seguindo, deste modo as ações do poder estadual."
MA,São Luís,2111300,38,data_fim,6/1/2020,6/8/2020,,6/14/2020,,NA,,5/25/2020,,6/8/2020,,NA,,6/15/2020,,6/15/2020,,5/17/2020,,5/17/2020,,NA,,NA,,NA,,NA,,5/17/2020,,NA,,NA,,NA,,NA,,6/15/2020,,NA,,6/15/2020,,,,Cumpre destacar que o lockdown determinado em São Luis do período de 05/05/2020 a 17/05/2020 trata-se de medida estadual
MA,São Luís,2111300,38,fonte,6/1/2020,Decreto Nº 55.068-  https://slz.w3com.com.br/midias/anexos/2807_decreto_n_55.068_lockdown_v2.pdf; Decreto 55.112 ; https://slz.w3com.com.br/midias/anexos/2807_decreto_n_55.156-2020_-_prorroga_decreto_n_54.936-2020.pdfhttps://slz.w3com.com.br/midias/anexos/2807_decreto_55.112_altera_dec._54.936_covid_19.pdf,,https://www.legisweb.com.br/legislacao/?id=394644; https://slz.w3com.com.br/midias/anexos/2807_decreto_55.112_altera_dec._54.936_covid_19.pdf,,Decreto Estadual Nº 35.661 e Decreto nº 35.713 https://www.ma.gov.br/agenciadenoticias/?p=273276 atualizado pelo https://www.legisweb.com.br/legislacao/?id=394644,,https://www.legisweb.com.br/legislacao/?id=394644; https://www.corona.ma.gov.br/atos-normativos,,https://www.legisweb.com.br/legislacao/?id=394644; https://www.corona.ma.gov.br/atos-normativos; https://slz.w3com.com.br/midias/anexos/2807_decreto_n_55.156-2020_-_prorroga_decreto_n_54.936-2020.pdf,,https://slz.w3com.com.br/midias/anexos/2807_decreto_n_55.068_lockdown_v2.pdf; http://agenciasaoluis.com.br/noticia/28504/,,https://www.corona.ma.gov.br/atos-normativos,,https://slz.w3com.com.br/midias/anexos/2807_decreto_n_55.068_lockdown_v2.pdf; https://www.corona.ma.gov.br/atos-normativos,,https://www.legisweb.com.br/legislacao/?id=394644,,https://www.legisweb.com.br/legislacao/?id=394644,,https://www.legisweb.com.br/legislacao/?id=394644,,http://agenciasaoluis.com.br/noticia/28305/,,NA,,NA,,https://www.legisweb.com.br/legislacao/?id=394644,,NA,,http://agenciasaoluis.com.br/noticia/28268/,,http://agenciasaoluis.com.br/noticia/28335/,,http://agenciasaoluis.com.br/noticia/28246/,,https://g1.globo.com/ma/maranhao/noticia/2020/05/03/em-decreto-sobre-lockdown-flavio-dino-obriga-declaracao-para-transito-de-pessoas-e-impoe-multas.ghtml; https://www.corona.ma.gov.br/atos-normativos,,NA,,https://g1.globo.com/ma/maranhao/noticia/2020/05/03/em-decreto-sobre-lockdown-flavio-dino-obriga-declaracao-para-transito-de-pessoas-e-impoe-multas.ghtml; https://www.corona.ma.gov.br/atos-normativos,,,,
SP,Guarulhos,3518800,28,data_comeco,6/14/2020,3/23/2020,,3/13/2020,,NA,,3/23/2020,,3/23/2020,,3/23/2020,,3/23/2020,,3/23/2020,,NA,,NA,,3/16/2020,,3/23/2020,,06/03/2020,,NA,,NA,,3/23/2020,,3/25/2020,,4/14/2020,,3/16/2020,,4/27/2020,,NA,,3/23/2020,,NA,,"13/04/2020 - A prefeitura, através do programa Mascaras Pela Vida, iniciou a campanha de distribuição de kit com máscara, sabonete liquido, allcol em gel e planfeto de orientação, para as comunidades vulneravéis (Fonte: "
SP,Guarulhos,3518800,28,data_fim,6/14/2020,6/30/2020,,N/A,,NA,,NA,"A partir de 15/06 o comercio foi reaberto gradualmente, com hoários e critérios especificos conforme Decreto chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36900decr.pdf",NA,,NA,,2020-06-30,,6/30/2020,,NA,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,4/30/2020,,NA,,21/03/2020 - Guarulhos constrói primeiro centro de triagem para o coronavírus do Brasil com atendimento drive-thru
SP,Guarulhos,3518800,28,fonte,6/14/2020,Data inicio: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/uploads/pdf/487444368.pdf                       Data fim: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36832decr.pdf. Atualizada: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36884decr.pdf,,DECRETO 64.862 DE 13 DE MARÇO DE 2020,,NA,,chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36726decr.pdf,,chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36726decr.pdf,,chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36726decr.pdf,,Data inicio: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/uploads/pdf/487444368.pdf                       Data fim: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36832decr.pdf. Atualizada: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36884decr.pdf,,Data inicio: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/uploads/pdf/487444368.pdf                       Data fim: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36832decr.pdf. Atualizada: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36884decr.pdf,,NA,,NA,,Data inicio: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/uploads/pdf/487444368.pdf                       Data fim: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36832decr.pdf. Atualizada: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36884decr.pdf,,https://www.guarulhos.sp.gov.br/article/prefeitura-inicia-entrega-de-cestas-basicas-em-substituicao-merenda-escolar,,chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36900decr.pdf,,NA,,NA,,http://guarulhos.sp.leg.br/comeca-nesta-segunda-feira-23-campanha-nacional-de-vacinacao-contra-a-gripe,,https://www.guarulhos.sp.gov.br/article/prefeitura-lanca-operacao-especial-de-desinfeccao-de-ruas-e-pontos-de-onibus,,https://www.guarulhos.sp.gov.br/article/prefeitura-distribui-cestas-basicas-com-doacoes-feitas-no-drive-thru-solidario,,Data inicio: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/uploads/pdf/487444368.pdf                       Data fim: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36832decr.pdf. Atualizada: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36884decr.pdf,,chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36757decr.pdf,,NA,,Data inicio: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/uploads/pdf/487444368.pdf                       Data fim: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36832decr.pdf. Atualizada: chrome-extension://ohfgljdgelakfkefopgklcohadegdpjf/https://www.guarulhos.sp.gov.br/06_prefeitura/leis/decretos_2020/36884decr.pdf,,NA,,.
DF,Brasília,5300108,24,data_comeco,6/7/2020,3/23/2020,,3/23/2020,,3/23/2020,,3/23/2020,,NA,,NA,,3/23/2020,,3/23/2020,,NA,,NA,,NA,,4/1/2020,,NA,,NA,,NA,,3/23/2020,,4/15/2020,,NA,,NA,,NA,,NA,,NA,,,,
DF,Brasília,5300108,24,data_fim,6/7/2020,5/31/2020,,5/31/2020,,5/31/2020,,5/3/2020,,NA,,NA,,5/3/2020,,5/3/2020,,NA,,NA,,NA,,5/31/2020,,NA,,NA,,NA,,NA,,4/19/2020,,NA,,NA,,NA,,NA,,NA,,,,
DF,Brasília,5300108,24,fonte,6/7/2020,http://www.sinj.df.gov.br/sinj/Norma/2daec529965741e29602314371cc37bf/Decreto_40550_23_03_2020.html e https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,http://www.sinj.df.gov.br/sinj/Norma/2daec529965741e29602314371cc37bf/Decreto_40550_23_03_2020.html e https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,http://www.sinj.df.gov.br/sinj/Norma/2daec529965741e29602314371cc37bf/Decreto_40550_23_03_2020.html e https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,http://www.sinj.df.gov.br/sinj/Norma/2daec529965741e29602314371cc37bf/Decreto_40550_23_03_2020.html e https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,,,,,http://www.sinj.df.gov.br/sinj/Norma/2daec529965741e29602314371cc37bf/Decreto_40550_23_03_2020.html e https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,http://www.sinj.df.gov.br/sinj/Norma/2daec529965741e29602314371cc37bf/Decreto_40550_23_03_2020.html e https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,,,,,,,https://static.congressoemfoco.uol.com.br/2020/04/Decreto-40.583.pdf,,,,,,,,https://g1.globo.com/df/distrito-federal/noticia/2020/03/02/vacina-contra-gripe-comeca-em-23-de-marco-no-df.ghtml,,https://www.agenciabrasilia.df.gov.br/2020/04/15/mutirao-de-limpeza-e-desinfeccao-atua-no-plano-piloto/,,,,,,,,,,,,,,
RJ,Duque de Caxias,3301702,23,data_comeco,4/19/2020,3/16/2020,,,,,,4/2/2020,,3/31/2020,,3/27/2020,,,,3/16/2020,,,,,,,,4/6/2020,,,,,,,,3/23/2020,,3/27/2020,,,,3/19/2020,,,,,,3/31/2020,,,,
RJ,Duque de Caxias,3301702,23,data_fim,4/19/2020,4/28/2020,,,,,,4/30/2020,,4/30/2020,,,,,,4/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ,Duque de Caxias,3301702,23,fonte,4/19/2020,"1) DECRETO Ng 7.529, DE 13 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_02.pdf ; 2) DECRETO Nº7.532,DE 16 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_04.pdf ; 3) 31/03 DECRETO Nº7.546,DE 31 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_06.pdf ; 4) DECRETO No 7.559, DE 14 DE ABRIL DE 2020, https://drive.google.com/file/d/1-fByAGP4_QATnXqxENro7--0Cj1NV_Ql/view",,,,,,"1) 25/03 PORTARIA N°005/2020/SMTSP suspende feiras livres, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_6821.pdf ; 2) 31/03 DECRETO Nº7.546,DE 31 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_06.pdf ; 3) 11/04 Notícia oficial enforcement, https://duquedecaxias.rj.gov.br/noticia/sms/1982 ; 4) 12/04 Notícia oficial prorrogação feiras livres, https://duquedecaxias.rj.gov.br/noticia/sms/1984 ; 5) Ver Decreto 7559 14/04 ; 5) 03/04 PORTARIA N°007/2020/SMTSP Feiras livres permissão mas restrições, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/abril/Boletim_6825.pdf ; 6) DECRETO No 7.559, DE 14 DE ABRIL DE 2020, https://drive.google.com/file/d/1-fByAGP4_QATnXqxENro7--0Cj1NV_Ql/view ; ",,"1) DECRETO N9 7.535, DE 18 DE MARÇO DE 2020 fechou os parques, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_6821.pdf ; 2) 31/03 DECRETO Nº7.546,DE 31 DE MARÇO DE 2020, fechou tudo, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_06.pdf ; 3) DECRETO No 7.559, DE 14 DE ABRIL DE 2020, https://drive.google.com/file/d/1-fByAGP4_QATnXqxENro7--0Cj1NV_Ql/view ; ",,"1) DECRETO N9 7.541, DE 26 DE MARÇO DE 2020, reduzir 70% da frota, suspender passe livre estudantil, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_6822v2.pdf ; ",,"1) 27/03 DECRETO Nº7.545,DE 27 DE MARÇO DE 2020 determina que cumpram recomendações da OMS, mas não manda fechar, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_6822v2.pdf ; ",,"1) DECRETO Nº7.532,DE 16 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_04.pdf ; 2) 31/03 DECRETO Nº7.546,DE 31 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_06.pdf ; 3) DECRETO No 7.559, DE 14 DE ABRIL DE 2020, https://drive.google.com/file/d/1-fByAGP4_QATnXqxENro7--0Cj1NV_Ql/view ; ",,,,,,,,"1) 26/03 LEI N° 3013 DE 26 DE MARÇO DE 2020, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_05.pdf ; 2) 06/04 Vídeo na conta da PMDC no Youtube diz que já está pagando, https://www.youtube.com/watch?v=uZ0AcwmaymA",,,,,,,,"1) Notícia oficial início campanha vacina, https://duquedecaxias.rj.gov.br/noticia/sms/1941",,"1) 16/03 Notícia oficial determinação higienização transporte público, https://duquedecaxias.rj.gov.br/noticia/sms/1923 ; 2) Apesar da notícia anterior, só em 26/03 saiu o DECRETO N9 7.541 determinando a higienização, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_6822v2.pdf ; ",,,,"1) 16/03 Boletim Oficial traz arte com campanha evitar aglomerações, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_02.pdf ; 2) 16/03 Data primeira comunicação campanha no site https://coronavirus.duquedecaxias.rj.gov.br/ ; 3) 19/03 Notícia oficial Defesa Civil utiliza sirenes para orientar comunidades. Não especifica quais orientações. https://duquedecaxias.rj.gov.br/noticia/sms/1932 ; 4) 02/04 Notícia oficial diz que sirenes estão orientando população a ficar em casa desde o início, https://duquedecaxias.rj.gov.br/noticia/sms/1965 ; ",,,,,,"1) DECRETO N9 7.541, DE 26 DE MARÇO DE 2020, reduzir 70% da frota, suspender passe livre estudantil, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_6822v2.pdf ; 2) 31/03 DECRETO Nº7.546,DE 31 DE MARÇO DE 2020, fundamentada na Lei Federal nº 6.437, multa por descumprimento sanitário, https://duquedecaxias.rj.gov.br/portal/arquivos/2020/marco/Boletim_Extraordinario_06.pdf ; 3) DECRETO No 7.559, DE 14 DE ABRIL DE 2020, https://drive.google.com/file/d/1-fByAGP4_QATnXqxENro7--0Cj1NV_Ql/view ; ",,,,
